  0.0000000e+000 -3.1426887e-001
 -1.0000000e-001 -2.8647678e-001
 -2.0000000e-001 -2.8498480e-001
 -3.0000000e-001 -3.1128517e-001
 -4.0000000e-001 -3.2075720e-001
 -5.0000000e-001 -3.2707865e-001
 -6.0000000e-001 -3.2761471e-001
 -7.0000000e-001 -3.0378619e-001
 -8.0000000e-001 -2.7595220e-001
 -9.0000000e-001 -1.7131095e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -2.9996092e-001
 -1.0000000e-001 -3.0677954e-001
 -2.0000000e-001 -3.1477810e-001
 -3.0000000e-001 -3.1595245e-001
 -4.0000000e-001 -3.0726933e-001
 -5.0000000e-001 -2.8780145e-001
 -6.0000000e-001 -2.6159221e-001
 -7.0000000e-001 -2.4735424e-001
 -8.0000000e-001 -2.3280969e-001
 -9.0000000e-001 -1.5520076e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -2.8908819e-001
 -1.0000000e-001 -2.7021823e-001
 -2.0000000e-001 -2.6513734e-001
 -3.0000000e-001 -2.6951573e-001
 -4.0000000e-001 -2.5058906e-001
 -5.0000000e-001 -2.2813812e-001
 -6.0000000e-001 -2.1271573e-001
 -7.0000000e-001 -2.1604894e-001
 -8.0000000e-001 -2.1760157e-001
 -9.0000000e-001 -1.4687355e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -2.5811389e-001
 -1.0000000e-001 -2.5710537e-001
 -2.0000000e-001 -2.6763813e-001
 -3.0000000e-001 -2.8602830e-001
 -4.0000000e-001 -2.9025999e-001
 -5.0000000e-001 -2.8443657e-001
 -6.0000000e-001 -2.7996497e-001
 -7.0000000e-001 -2.6837389e-001
 -8.0000000e-001 -2.5350353e-001
 -9.0000000e-001 -1.6051858e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -3.3765314e-001
 -1.0000000e-001 -3.1355451e-001
 -2.0000000e-001 -2.9786560e-001
 -3.0000000e-001 -2.8763543e-001
 -4.0000000e-001 -2.8369005e-001
 -5.0000000e-001 -2.7548963e-001
 -6.0000000e-001 -2.7239589e-001
 -7.0000000e-001 -2.4972601e-001
 -8.0000000e-001 -2.3446347e-001
 -9.0000000e-001 -1.4654989e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -3.4188488e-001
 -1.0000000e-001 -3.3017568e-001
 -2.0000000e-001 -3.2760647e-001
 -3.0000000e-001 -3.1915998e-001
 -4.0000000e-001 -3.0690348e-001
 -5.0000000e-001 -2.9081120e-001
 -6.0000000e-001 -2.8316893e-001
 -7.0000000e-001 -2.7320576e-001
 -8.0000000e-001 -2.5781594e-001
 -9.0000000e-001 -1.6603988e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -2.9601904e-001
 -1.0000000e-001 -3.1386576e-001
 -2.0000000e-001 -3.1896092e-001
 -3.0000000e-001 -3.2289134e-001
 -4.0000000e-001 -3.1392423e-001
 -5.0000000e-001 -3.1321214e-001
 -6.0000000e-001 -3.0689608e-001
 -7.0000000e-001 -3.0365256e-001
 -8.0000000e-001 -2.9402155e-001
 -9.0000000e-001 -1.9440938e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -3.1330427e-001
 -1.0000000e-001 -3.0921695e-001
 -2.0000000e-001 -3.0033379e-001
 -3.0000000e-001 -3.0216985e-001
 -4.0000000e-001 -2.9315760e-001
 -5.0000000e-001 -2.9536853e-001
 -6.0000000e-001 -2.9266961e-001
 -7.0000000e-001 -2.9646986e-001
 -8.0000000e-001 -2.9230744e-001
 -9.0000000e-001 -1.9003142e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -2.2697367e-001
 -1.0000000e-001 -2.2999842e-001
 -2.0000000e-001 -2.4263917e-001
 -3.0000000e-001 -2.5364954e-001
 -4.0000000e-001 -2.6298078e-001
 -5.0000000e-001 -2.6863991e-001
 -6.0000000e-001 -2.6760822e-001
 -7.0000000e-001 -2.6977049e-001
 -8.0000000e-001 -2.5695287e-001
 -9.0000000e-001 -1.7096143e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -1.0616547e-001
 -1.0000000e-001 -9.1867825e-002
 -2.0000000e-001 -9.5135534e-002
 -3.0000000e-001 -1.1825724e-001
 -4.0000000e-001 -1.5023307e-001
 -5.0000000e-001 -1.7824097e-001
 -6.0000000e-001 -1.9556457e-001
 -7.0000000e-001 -2.0530921e-001
 -8.0000000e-001 -1.9691215e-001
 -9.0000000e-001 -1.2926773e-001
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000 -2.8659853e-002
 -1.0000000e-001 -3.9438068e-002
 -2.0000000e-001 -5.2078846e-002
 -3.0000000e-001 -6.4190231e-002
 -4.0000000e-001 -8.3696173e-002
 -5.0000000e-001 -9.2923152e-002
 -6.0000000e-001 -1.0263322e-001
 -7.0000000e-001 -1.0941558e-001
 -8.0000000e-001 -1.2033508e-001
 -9.0000000e-001 -8.5197652e-002
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000  5.4330777e-002
 -1.0000000e-001  4.8018889e-002
 -2.0000000e-001  4.2583942e-002
 -3.0000000e-001  4.3977464e-002
 -4.0000000e-001  5.1957841e-002
 -5.0000000e-001  4.7861714e-002
 -6.0000000e-001  2.9849004e-002
 -7.0000000e-001  7.9209030e-003
 -8.0000000e-001 -2.4314347e-003
 -9.0000000e-001 -1.5110836e-003
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000  4.9686885e-002
 -1.0000000e-001  7.9281866e-002
 -2.0000000e-001  9.7494592e-002
 -3.0000000e-001  1.0470218e-001
 -4.0000000e-001  1.0723758e-001
 -5.0000000e-001  1.1759009e-001
 -6.0000000e-001  1.2558084e-001
 -7.0000000e-001  1.2112103e-001
 -8.0000000e-001  1.0888246e-001
 -9.0000000e-001  6.6482892e-002
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000  9.9376231e-002
 -1.0000000e-001  1.0572267e-001
 -2.0000000e-001  1.1399948e-001
 -3.0000000e-001  1.1894760e-001
 -4.0000000e-001  1.3307722e-001
 -5.0000000e-001  1.3531189e-001
 -6.0000000e-001  1.4005179e-001
 -7.0000000e-001  1.2966809e-001
 -8.0000000e-001  1.0948886e-001
 -9.0000000e-001  6.2301819e-002
 -1.0000000e+000  0.0000000e+000
  0.0000000e+000  2.8323778e-001
 -1.0000000e-001  2.3176428e-001
 -2.0000000e-001  2.1626442e-001
 -3.0000000e-001  2.1200613e-001
 -4.0000000e-001  2.0822935e-001
