  5.5000000e+000  0.0000000e+000  2.8303000e+001  3.3414000e+001  1.0218333e+003
  5.5000000e+000 -1.0000000e-001  2.8317879e+001  3.4487521e+001  1.0219083e+003
  5.5000000e+000 -2.0000000e-001  2.8357714e+001  3.4615319e+001  1.0219905e+003
  5.5000000e+000 -3.0000000e-001  2.8371905e+001  3.4672125e+001  1.0220284e+003
  5.5000000e+000 -4.0000000e-001  2.8369863e+001  3.4678518e+001  1.0220339e+003
  5.5000000e+000 -5.0000000e-001  2.8346133e+001  3.4696438e+001  1.0220552e+003
  5.5000000e+000 -6.0000000e-001  2.8334066e+001  3.4722999e+001  1.0220791e+003
  5.5000000e+000 -7.0000000e-001  2.8346549e+001  3.4746566e+001  1.0220927e+003
  5.5000000e+000 -8.0000000e-001  2.8351031e+001  3.4759947e+001  1.0221012e+003
  5.5000000e+000 -9.0000000e-001  2.8355662e+001  3.4761943e+001  1.0221013e+003
  5.5000000e+000 -1.0000000e+000  2.8364406e+001  3.4776825e+001  1.0221096e+003
  6.0000000e+000  0.0000000e+000  2.8163000e+001  3.4185000e+001  1.0219669e+003
  6.0000000e+000 -1.0000000e-001  2.8250320e+001  3.4540996e+001  1.0219730e+003
  6.0000000e+000 -2.0000000e-001  2.8309442e+001  3.4674460e+001  1.0220508e+003
  6.0000000e+000 -3.0000000e-001  2.8345783e+001  3.4719008e+001  1.0220723e+003
  6.0000000e+000 -4.0000000e-001  2.8351961e+001  3.4753168e+001  1.0220959e+003
  6.0000000e+000 -5.0000000e-001  2.8347000e+001  3.4763000e+001  1.0221049e+003
  6.0000000e+000 -6.0000000e-001  2.8339096e+001  3.4778963e+001  1.0221195e+003
  6.0000000e+000 -7.0000000e-001  2.8313033e+001  3.4793612e+001  1.0221391e+003
  6.0000000e+000 -8.0000000e-001  2.8312095e+001  3.4830414e+001  1.0221671e+003
  6.0000000e+000 -9.0000000e-001  2.8313944e+001  3.4879194e+001  1.0222031e+003
  6.0000000e+000 -1.0000000e+000  2.8326000e+001  3.4888000e+001  1.0222057e+003
  6.5000000e+000  0.0000000e+000  2.8163000e+001  3.4600000e+001  1.0223635e+003
  6.5000000e+000 -1.0000000e-001  2.8206557e+001  3.4661781e+001  1.0220791e+003
  6.5000000e+000 -2.0000000e-001  2.8332213e+001  3.4855805e+001  1.0221796e+003
  6.5000000e+000 -3.0000000e-001  2.8361445e+001  3.4898124e+001  1.0222017e+003
  6.5000000e+000 -4.0000000e-001  2.8364317e+001  3.4914206e+001  1.0222129e+003
  6.5000000e+000 -5.0000000e-001  2.8349643e+001  3.4924698e+001  1.0222255e+003
  6.5000000e+000 -6.0000000e-001  2.8332651e+001  3.4922203e+001  1.0222292e+003
  6.5000000e+000 -7.0000000e-001  2.8325097e+001  3.4923915e+001  1.0222330e+003
  6.5000000e+000 -8.0000000e-001  2.8321752e+001  3.4931676e+001  1.0222400e+003
  6.5000000e+000 -9.0000000e-001  2.8325246e+001  3.4970218e+001  1.0222678e+003
  6.5000000e+000 -1.0000000e+000  2.8318000e+001  3.4993000e+001  1.0222873e+003
  7.0000000e+000  0.0000000e+000  2.8315000e+001  3.4712000e+001  1.0216280e+003
  7.0000000e+000 -1.0000000e-001  2.8350097e+001  3.4923771e+001  1.0222190e+003
  7.0000000e+000 -2.0000000e-001  2.8332151e+001  3.4986101e+001  1.0222774e+003
  7.0000000e+000 -3.0000000e-001  2.8335237e+001  3.5006894e+001  1.0222921e+003
  7.0000000e+000 -4.0000000e-001  2.8306412e+001  3.5045197e+001  1.0223304e+003
  7.0000000e+000 -5.0000000e-001  2.8284227e+001  3.5060647e+001  1.0223492e+003
  7.0000000e+000 -6.0000000e-001  2.8274627e+001  3.5062946e+001  1.0223542e+003
  7.0000000e+000 -7.0000000e-001  2.8277187e+001  3.5063880e+001  1.0223541e+003
  7.0000000e+000 -8.0000000e-001  2.8276079e+001  3.5066627e+001  1.0223564e+003
  7.0000000e+000 -9.0000000e-001  2.8275969e+001  3.5066039e+001  1.0223560e+003
  7.0000000e+000 -1.0000000e+000  2.8274000e+001  3.5066000e+001  1.0223578e+003
  7.5000000e+000  0.0000000e+000  2.8240000e+001  3.4800000e+001  1.0222150e+003
  7.5000000e+000 -1.0000000e-001  2.8258228e+001  3.4935823e+001  1.0222646e+003
  7.5000000e+000 -2.0000000e-001  2.8257229e+001  3.5156680e+001  1.0224303e+003
  7.5000000e+000 -3.0000000e-001  2.8244646e+001  3.5196172e+001  1.0224641e+003
  7.5000000e+000 -4.0000000e-001  2.8239804e+001  3.5201915e+001  1.0224701e+003
  7.5000000e+000 -5.0000000e-001  2.8246009e+001  3.5211272e+001  1.0224751e+003
  7.5000000e+000 -6.0000000e-001  2.8247050e+001  3.5217661e+001  1.0224795e+003
  7.5000000e+000 -7.0000000e-001  2.8247356e+001  3.5219929e+001  1.0224811e+003
  7.5000000e+000 -8.0000000e-001  2.8247405e+001  3.5218510e+001  1.0224801e+003
  7.5000000e+000 -9.0000000e-001  2.8246924e+001  3.5220361e+001  1.0224816e+003
  7.5000000e+000 -1.0000000e+000  2.8247000e+001  3.5222200e+001  1.0224848e+003
  8.0000000e+000  0.0000000e+000  2.8280000e+001  3.4950000e+001  1.0223000e+003
  8.0000000e+000 -1.0000000e-001  2.8216322e+001  3.5324676e+001  1.0225705e+003
