% ESTAÇÃO A - JANEIRO DE 2008
% Dados hidrográficos-Quadratura # 16/01/08
% Serie com 26 perfis # início 05:30 h até 18:00 h
%    Prof. (m)        Temp             Sal            Dens
 -6.5000000e+000  2.8224000e+001  3.5353000e+001  1.0225889e+003
 -7.0000000e+000  2.8220000e+001  3.5403000e+001  1.0226278e+003
 -7.5000000e+000  2.8207000e+001  3.5453000e+001  1.0226696e+003
 -8.0000000e+000  2.8154000e+001  3.5492000e+001  1.0227164e+003
 -8.5000000e+000  2.8143000e+001  3.5506000e+001  1.0227305e+003
 -9.0000000e+000  2.8121000e+001  3.5529000e+001  1.0227551e+003
 -9.5000000e+000  2.8083000e+001  3.5547000e+001  1.0227811e+003
 -1.0000000e+001  2.8043000e+001  3.5564000e+001  1.0228070e+003
 -1.0500000e+001  2.8009000e+001  3.5581000e+001  1.0228309e+003
 -1.1000000e+001  2.7972000e+001  3.5601000e+001  1.0228581e+003
 -1.1500000e+001  2.7945000e+001  3.5612000e+001  1.0228752e+003
 -1.2000000e+001  2.7929000e+001  3.5620000e+001  1.0228864e+003
 -1.2500000e+001  2.7877000e+001  3.5651000e+001  1.0229267e+003
 -1.2800000e+001  2.7877000e+001  3.5651000e+001  1.0229267e+003
  0.0000000e+000  2.8913000e+001  3.4580000e+001  1.0217800e+003
 -5.0000000e-001  2.8913000e+001  3.4585000e+001  1.0217838e+003
 -1.0000000e+000  2.8906000e+001  3.4604000e+001  1.0218004e+003
 -1.5000000e+000  2.8899000e+001  3.4601000e+001  1.0218005e+003
 -2.0000000e+000  2.8884000e+001  3.4609000e+001  1.0218115e+003
 -2.5000000e+000  2.8885000e+001  3.4612000e+001  1.0218134e+003
 -3.0000000e+000  2.8871000e+001  3.4614000e+001  1.0218196e+003
 -3.5000000e+000  2.8875000e+001  3.4617000e+001  1.0218205e+003
 -4.0000000e+000  2.8869000e+001  3.4621000e+001  1.0218255e+003
 -4.5000000e+000  2.8858000e+001  3.4630000e+001  1.0218359e+003
 -5.0000000e+000  2.8392000e+001  3.5043000e+001  1.0223005e+003
 -5.5000000e+000  2.8319000e+001  3.5140000e+001  1.0223975e+003
 -6.0000000e+000  2.8299000e+001  3.5166000e+001  1.0224236e+003
 -6.5000000e+000  2.8280000e+001  3.5200000e+001  1.0224554e+003
 -7.0000000e+000  2.8277000e+001  3.5225000e+001  1.0224752e+003
 -7.5000000e+000  2.8235000e+001  3.5288000e+001  1.0225364e+003
 -8.0000000e+000  2.8218000e+001  3.5340000e+001  1.0225811e+003
 -8.5000000e+000  2.8208000e+001  3.5386000e+001  1.0226189e+003
 -9.0000000e+000  2.8054000e+001  3.5533000e+001  1.0227800e+003
 -9.5000000e+000  2.8034000e+001  3.5548000e+001  1.0227979e+003
 -1.0000000e+001  2.8031000e+001  3.5549000e+001  1.0227996e+003
 -1.0500000e+001  2.8027000e+001  3.5551000e+001  1.0228024e+003
 -1.1000000e+001  2.8003000e+001  3.5572000e+001  1.0228261e+003
 -1.1500000e+001  2.7995000e+001  3.5577000e+001  1.0228325e+003
 -1.2000000e+001  2.7988000e+001  3.5578000e+001  1.0228355e+003
 -1.2500000e+001  2.7970000e+001  3.5593000e+001  1.0228527e+003
 -1.2720000e+001  2.7900004e+001  3.5933027e+001  1.0228530e+003
  0.0000000e+000  2.9070000e+001  3.4060000e+001  1.0213400e+003
 -5.0000000e-001  2.9075000e+001  3.4069000e+001  1.0213425e+003
 -1.0000000e+000  2.9065000e+001  3.4074000e+001  1.0213496e+003
 -1.5000000e+000  2.9053000e+001  3.4080000e+001  1.0213581e+003
 -2.0000000e+000  2.9008000e+001  3.4090000e+001  1.0213806e+003
 -2.5000000e+000  2.8927000e+001  3.4141000e+001  1.0214459e+003
 -3.0000000e+000  2.8866000e+001  3.4186000e+001  1.0214999e+003
 -3.5000000e+000  2.8820000e+001  3.4285000e+001  1.0215895e+003
 -4.0000000e+000  2.8809000e+001  3.4357000e+001  1.0216472e+003
 -4.5000000e+000  2.8789000e+001  3.4504000e+001  1.0217642e+003
 -5.0000000e+000  2.8719000e+001  3.4546000e+001  1.0218190e+003
 -5.5000000e+000  2.8674000e+001  3.4674000e+001  1.0219301e+003
 -6.0000000e+000  2.8626000e+001  3.4744000e+001  1.0219985e+003
 -6.5000000e+000  2.8521000e+001  3.4854000e+001  1.0221159e+003
 -7.0000000e+000  2.8440000e+001  3.4897000e+001  1.0221750e+003
 -7.5000000e+000  2.8424000e+001  3.4904000e+001  1.0221855e+003
 -8.0000000e+000  2.8329000e+001  3.5055000e+001  1.0223303e+003
 -8.5000000e+000  2.8286000e+001  3.5126000e+001  1.0223978e+003
 -9.0000000e+000  2.8242000e+001  3.5217000e+001  1.0224807e+003
 -9.5000000e+000  2.8218000e+001  3.5258000e+001  1.0225194e+003
 -1.0000000e+001  2.8199000e+001  3.5296000e+001  1.0225542e+003
 -1.0500000e+001  2.8182000e+001  3.5324000e+001  1.0225809e+003
 -1.1000000e+001  2.8181000e+001  3.5330000e+001  1.0225857e+003
 -1.1500000e+001  2.8148000e+001  3.5384000e+001  1.0226371e+003
 -1.2000000e+001  2.8123000e+001  3.5426000e+001  1.0226769e+003
 -1.2500000e+001  2.8110136e+001  3.5443074e+001  1.0226940e+003
 -1.2590000e+001  2.8100130e+001  3.5445000e+001  1.0226940e+003
  0.0000000e+000  2.9090000e+001  3.2140000e+001  1.0205457e+003
 -5.0000000e-001  2.9089000e+001  3.2340000e+001  1.0206412e+003
 -1.0000000e+000  2.9096000e+001  3.3463000e+001  1.0208809e+003
 -1.5000000e+000  2.9096000e+001  3.3524000e+001  1.0209267e+003
 -2.0000000e+000  2.9095000e+001  3.3666000e+001  1.0210335e+003
 -2.5000000e+000  2.9045000e+001  3.3916000e+001  1.0212377e+003
 -3.0000000e+000  2.8896000e+001  3.4134000e+001  1.0214509e+003
 -3.5000000e+000  2.8778000e+001  3.4188000e+001  1.0215306e+003
 -4.0000000e+000  2.8702000e+001  3.4247000e+001  1.0216001e+003
 -4.5000000e+000  2.8686000e+001  3.4275000e+001  1.0216264e+003
 -5.0000000e+000  2.8677000e+001  3.4346000e+001  1.0216827e+003
 -5.5000000e+000  2.8680000e+001  3.4386000e+001  1.0217118e+003
 -6.0000000e+000  2.8676000e+001  3.4444000e+001  1.0217567e+003
 -6.5000000e+000  2.8669000e+001  3.4488000e+001  1.0217920e+003
 -7.0000000e+000  2.8568000e+001  3.4624000e+001  1.0219276e+003
 -7.5000000e+000  2.8537000e+001  3.4656000e+001  1.0219619e+003
 -8.0000000e+000  2.8480000e+001  3.4761000e+001  1.0220596e+003
 -8.5000000e+000  2.8393000e+001  3.4928000e+001  1.0222137e+003
 -9.0000000e+000  2.8326000e+001  3.5054000e+001  1.0223305e+003
 -9.5000000e+000  2.8264000e+001  3.5161000e+001  1.0224314e+003
 -1.0000000e+001  2.8260000e+001  3.5170000e+001  1.0224394e+003
 -1.0500000e+001  2.8238000e+001  3.5208000e+001  1.0224752e+003
 -1.1000000e+001  2.8233000e+001  3.5218000e+001  1.0224844e+003
 -1.1500000e+001  2.8236000e+001  3.5216000e+001  1.0224819e+003
 -1.2000000e+001  2.8223000e+001  3.5245000e+001  1.0225080e+003
 -1.2430000e+001  2.8223000e+001  3.5295594e+001  1.0225614e+003
  0.0000000e+000  2.9100000e+001  3.3336000e+001  1.0207890e+003
 -5.0000000e-001  2.9106000e+001  3.3346000e+001  1.0207898e+003
 -1.0000000e+000  2.9106000e+001  3.3365000e+001  1.0208041e+003
 -1.5000000e+000  2.9037000e+001  3.3564000e+001  1.0209763e+003
 -2.0000000e+000  2.8967000e+001  3.3728000e+001  1.0211226e+003
 -2.5000000e+000  2.8847000e+001  3.3884000e+001  1.0212796e+003
 -3.0000000e+000  2.8756000e+001  3.3934000e+001  1.0213472e+003
 -3.5000000e+000  2.8714000e+001  3.3962000e+001  1.0213822e+003
 -4.0000000e+000  2.8703000e+001  3.3991000e+001  1.0214076e+003
 -4.5000000e+000  2.8698000e+001  3.4009000e+001  1.0214227e+003
 -5.0000000e+000  2.8693000e+001  3.4084000e+001  1.0214807e+003
 -5.5000000e+000  2.8690000e+001  3.4140000e+001  1.0215237e+003
 -6.0000000e+000  2.8694000e+001  3.4206000e+001  1.0215720e+003
 -6.5000000e+000  2.8703000e+001  3.4236000e+001  1.0215915e+003
 -7.0000000e+000  2.8659000e+001  3.4328000e+001  1.0216752e+003
 -7.5000000e+000  2.8587000e+001  3.4405000e+001  1.0217568e+003
 -8.0000000e+000  2.8455000e+001  3.4684000e+001  1.0220100e+003
 -8.5000000e+000  2.8436000e+001  3.4730000e+001  1.0220508e+003
 -9.0000000e+000  2.8416000e+001  3.4792000e+001  1.0221040e+003
 -9.5000000e+000  2.8407000e+001  3.4813000e+001  1.0221227e+003
 -1.0000000e+001  2.8362000e+001  3.4918000e+001  1.0222164e+003
 -1.0500000e+001  2.8342000e+001  3.4980000e+001  1.0222696e+003
 -1.1000000e+001  2.8327000e+001  3.5014000e+001  1.0223001e+003
 -1.1500000e+001  2.8324000e+001  3.5017000e+001  1.0223034e+003
 -1.2000000e+001  2.8303000e+001  3.5063000e+001  1.0223449e+003
 -1.2250000e+001  2.8290000e+001  3.5146470e+001  1.0224026e+003
  0.0000000e+000  2.9239000e+001  3.1844000e+001  1.0196528e+003
 -5.0000000e-001  2.9244000e+001  3.3006000e+001  1.0204889e+003
 -1.0000000e+000  2.9162000e+001  3.3276000e+001  1.0207187e+003
 -1.5000000e+000  2.9091000e+001  3.3513000e+001  1.0209201e+003
 -2.0000000e+000  2.9056000e+001  3.3581000e+001  1.0209827e+003
 -2.5000000e+000  2.8986000e+001  3.3645000e+001  1.0210540e+003
 -3.0000000e+000  2.8872000e+001  3.3718000e+001  1.0211467e+003
 -3.5000000e+000  2.8819000e+001  3.3744000e+001  1.0211838e+003
 -4.0000000e+000  2.8797000e+001  3.3778000e+001  1.0212166e+003
 -4.5000000e+000  2.8790000e+001  3.3792000e+001  1.0212294e+003
 -5.0000000e+000  2.8783000e+001  3.3819000e+001  1.0212520e+003
 -5.5000000e+000  2.8756000e+001  3.4045000e+001  1.0214306e+003
 -6.0000000e+000  2.8758000e+001  3.4086000e+001  1.0214607e+003
 -6.5000000e+000  2.8740000e+001  3.4142000e+001  1.0215087e+003
 -7.0000000e+000  2.8640000e+001  3.4265000e+001  1.0216341e+003
 -7.5000000e+000  2.8486000e+001  3.4557000e+001  1.0219043e+003
 -8.0000000e+000  2.8441000e+001  3.4694000e+001  1.0220221e+003
 -8.5000000e+000  2.8422000e+001  3.4744000e+001  1.0220659e+003
 -9.0000000e+000  2.8381000e+001  3.4848000e+001  1.0221576e+003
 -9.5000000e+000  2.8352000e+001  3.4927000e+001  1.0222265e+003
 -1.0000000e+001  2.8348000e+001  3.4943000e+001  1.0222398e+003
 -1.0500000e+001  2.8344000e+001  3.4956000e+001  1.0222509e+003
 -1.1000000e+001  2.8335000e+001  3.4982000e+001  1.0222734e+003
 -1.1500000e+001  2.8331000e+001  3.4988000e+001  1.0222793e+003
 -1.2080000e+001  2.8309000e+001  3.5042000e+001  1.0223271e+003
  0.0000000e+000  2.9300000e+001  3.2421000e+001  1.0200317e+003
 -5.0000000e-001  2.9232000e+001  3.3162000e+001  1.0206098e+003
 -1.0000000e+000  2.9055000e+001  3.3453000e+001  1.0208871e+003
 -1.5000000e+000  2.8844000e+001  3.3680000e+001  1.0211274e+003
 -2.0000000e+000  2.8793000e+001  3.3866000e+001  1.0212839e+003
 -2.5000000e+000  2.8782000e+001  3.3921000e+001  1.0213289e+003
 -3.0000000e+000  2.8787000e+001  3.3928000e+001  1.0213325e+003
 -3.5000000e+000  2.8790000e+001  3.3886000e+001  1.0213000e+003
 -4.0000000e+000  2.8802000e+001  3.3850000e+001  1.0212690e+003
 -4.5000000e+000  2.8796000e+001  3.3854000e+001  1.0212739e+003
 -5.0000000e+000  2.8801000e+001  3.3874000e+001  1.0212873e+003
 -5.5000000e+000  2.8802000e+001  3.3862000e+001  1.0212780e+003
 -6.0000000e+000  2.8792000e+001  3.3913000e+001  1.0213196e+003
 -6.5000000e+000  2.8759000e+001  3.4073000e+001  1.0214506e+003
 -7.0000000e+000  2.8687000e+001  3.4224000e+001  1.0215878e+003
 -7.5000000e+000  2.8541000e+001  3.4371000e+001  1.0217465e+003
 -8.0000000e+000  2.8405000e+001  3.4750000e+001  1.0220760e+003
 -8.5000000e+000  2.8387000e+001  3.4827000e+001  1.0221398e+003
 -9.0000000e+000  2.8358000e+001  3.4913000e+001  1.0222140e+003
 -9.5000000e+000  2.8341000e+001  3.4965000e+001  1.0222587e+003
 -1.0000000e+001  2.8331000e+001  3.4990000e+001  1.0222808e+003
 -1.0500000e+001  2.8329000e+001  3.4996000e+001  1.0222859e+003
 -1.1000000e+001  2.8295000e+001  3.5077000e+001  1.0223580e+003
 -1.1500000e+001  2.8307000e+001  3.5054000e+001  1.0223368e+003
 -1.1920000e+001  2.8276673e+001  3.5151247e+001  1.0224199e+003
  0.0000000e+000  2.9400000e+001  3.3129000e+001  1.0204919e+003
 -5.0000000e-001  2.9256000e+001  3.3205000e+001  1.0206341e+003
 -1.0000000e+000  2.9155000e+001  3.3357000e+001  1.0207818e+003
 -1.5000000e+000  2.8942000e+001  3.3552000e+001  1.0209989e+003
 -2.0000000e+000  2.8865000e+001  3.3601000e+001  1.0210612e+003
 -2.5000000e+000  2.8816000e+001  3.3711000e+001  1.0211600e+003
 -3.0000000e+000  2.8818000e+001  3.3784000e+001  1.0212141e+003
 -3.5000000e+000  2.8816000e+001  3.3853000e+001  1.0212666e+003
 -4.0000000e+000  2.8810000e+001  3.3930000e+001  1.0213264e+003
 -4.5000000e+000  2.8782000e+001  3.4036000e+001  1.0214152e+003
 -5.0000000e+000  2.8736000e+001  3.4199000e+001  1.0215528e+003
 -5.5000000e+000  2.8676000e+001  3.4289000e+001  1.0216403e+003
 -6.0000000e+000  2.8669000e+001  3.4290000e+001  1.0216433e+003
 -6.5000000e+000  2.8626000e+001  3.4284000e+001  1.0216530e+003
 -7.0000000e+000  2.8571000e+001  3.4348000e+001  1.0217193e+003
 -7.5000000e+000  2.8514000e+001  3.4475000e+001  1.0218335e+003
 -8.0000000e+000  2.8432000e+001  3.4706000e+001  1.0220341e+003
 -8.5000000e+000  2.8424000e+001  3.4748000e+001  1.0220683e+003
 -9.0000000e+000  2.8422000e+001  3.4760000e+001  1.0220779e+003
 -9.5000000e+000  2.8394000e+001  3.4825000e+001  1.0221360e+003
 -1.0000000e+001  2.8385000e+001  3.4848000e+001  1.0221563e+003
 -1.0500000e+001  2.8358000e+001  3.4949000e+001  1.0222411e+003
 -1.1000000e+001  2.8351000e+001  3.4976000e+001  1.0222637e+003
 -1.1500000e+001  2.8327000e+001  3.5029000e+001  1.0223114e+003
 -1.1820000e+001  2.8327000e+001  3.5024253e+001  1.0223266e+003
  0.0000000e+000  2.9121000e+001  3.2610000e+001  1.0202329e+003
 -5.0000000e-001  2.9121000e+001  3.2640000e+001  1.0202554e+003
 -1.0000000e+000  2.9127000e+001  3.2710000e+001  1.0203059e+003
 -1.5000000e+000  2.9115000e+001  3.2778000e+001  1.0203609e+003
 -2.0000000e+000  2.9031000e+001  3.2881000e+001  1.0204660e+003
 -2.5000000e+000  2.8861000e+001  3.3013000e+001  1.0206214e+003
 -3.0000000e+000  2.8814000e+001  3.3145000e+001  1.0207359e+003
 -3.5000000e+000  2.8792000e+001  3.3293000e+001  1.0208543e+003
 -4.0000000e+000  2.8799000e+001  3.3448000e+001  1.0209682e+003
 -4.5000000e+000  2.8800000e+001  3.3501000e+001  1.0210077e+003
 -5.0000000e+000  2.8800000e+001  3.3530000e+001  1.0210295e+003
 -5.5000000e+000  2.8782000e+001  3.3684000e+001  1.0211510e+003
 -6.0000000e+000  2.8752000e+001  3.3792000e+001  1.0212420e+003
 -6.5000000e+000  2.8725000e+001  3.3950000e+001  1.0213695e+003
 -7.0000000e+000  2.8632000e+001  3.4120000e+001  1.0215279e+003
 -7.5000000e+000  2.8622000e+001  3.4303000e+001  1.0216686e+003
 -8.0000000e+000  2.8565000e+001  3.4373000e+001  1.0217400e+003
 -8.5000000e+000  2.8469000e+001  3.4616000e+001  1.0219542e+003
 -9.0000000e+000  2.8457000e+001  3.4646000e+001  1.0219807e+003
 -9.5000000e+000  2.8430000e+001  3.4718000e+001  1.0220437e+003
 -1.0000000e+001  2.8396000e+001  3.4853000e+001  1.0221564e+003
 -1.0500000e+001  2.8325000e+001  3.5001000e+001  1.0222910e+003
 -1.1000000e+001  2.8303000e+001  3.5061000e+001  1.0223433e+003
 -1.1500000e+001  2.8306000e+001  3.5069000e+001  1.0223484e+003
 -1.1750000e+001  2.8306000e+001  3.5170427e+001  1.0224246e+003
  0.0000000e+000  2.9080000e+001  3.3310000e+001  1.0207740e+003
 -5.0000000e-001  2.9084000e+001  3.3317000e+001  1.0207754e+003
 -1.0000000e+000  2.9077000e+001  3.3335000e+001  1.0207912e+003
 -1.5000000e+000  2.9059000e+001  3.3386000e+001  1.0208355e+003
 -2.0000000e+000  2.9007000e+001  3.3460000e+001  1.0209083e+003
 -2.5000000e+000  2.8919000e+001  3.3587000e+001  1.0210328e+003
 -3.0000000e+000  2.8850000e+001  3.3637000e+001  1.0210932e+003
 -3.5000000e+000  2.8793000e+001  3.3783000e+001  1.0212216e+003
 -4.0000000e+000  2.8782000e+001  3.3973000e+001  1.0213679e+003
 -4.5000000e+000  2.8774000e+001  3.4009000e+001  1.0213976e+003
 -5.0000000e+000  2.8752000e+001  3.4098000e+001  1.0214717e+003
 -5.5000000e+000  2.8728000e+001  3.4179000e+001  1.0215404e+003
 -6.0000000e+000  2.8630000e+001  3.4367000e+001  1.0217140e+003
 -6.5000000e+000  2.8616000e+001  3.4385000e+001  1.0217322e+003
 -7.0000000e+000  2.8599000e+001  3.4395000e+001  1.0217453e+003
 -7.5000000e+000  2.8504000e+001  3.4567000e+001  1.0219059e+003
 -8.0000000e+000  2.8477000e+001  3.4621000e+001  1.0219554e+003
 -8.5000000e+000  2.8455000e+001  3.4659000e+001  1.0219912e+003
 -9.0000000e+000  2.8354000e+001  3.4900000e+001  1.0222056e+003
 -9.5000000e+000  2.8329000e+001  3.4971000e+001  1.0222671e+003
 -1.0000000e+001  2.8306000e+001  3.5025000e+001  1.0223153e+003
 -1.0500000e+001  2.8307000e+001  3.5031000e+001  1.0223195e+003
 -1.1000000e+001  2.8306000e+001  3.5028000e+001  1.0223176e+003
 -1.1500000e+001  2.8305000e+001  3.5036000e+001  1.0223239e+003
 -1.1720000e+001  2.8305000e+001  3.5036100e+001  1.0223245e+003
  0.0000000e+000  2.9048000e+001  3.3220000e+001  1.0207436e+003
 -5.0000000e-001  2.9048000e+001  3.3258000e+001  1.0207431e+003
 -1.0000000e+000  2.9062000e+001  3.3329000e+001  1.0207917e+003
 -1.5000000e+000  2.9058000e+001  3.3340000e+001  1.0208013e+003
 -2.0000000e+000  2.9057000e+001  3.3385000e+001  1.0208354e+003
 -2.5000000e+000  2.9011000e+001  3.3566000e+001  1.0209865e+003
 -3.0000000e+000  2.8915000e+001  3.3839000e+001  1.0212232e+003
 -3.5000000e+000  2.8776000e+001  3.4001000e+001  1.0213909e+003
 -4.0000000e+000  2.8774000e+001  3.4019000e+001  1.0214051e+003
 -4.5000000e+000  2.8768000e+001  3.4027000e+001  1.0214131e+003
 -5.0000000e+000  2.8666000e+001  3.4262000e+001  1.0216233e+003
 -5.5000000e+000  2.8640000e+001  3.4332000e+001  1.0216845e+003
 -6.0000000e+000  2.8613000e+001  3.4388000e+001  1.0217354e+003
 -6.5000000e+000  2.8582000e+001  3.4442000e+001  1.0217862e+003
 -7.0000000e+000  2.8548000e+001  3.4524000e+001  1.0218591e+003
 -7.5000000e+000  2.8500000e+001  3.4618000e+001  1.0219455e+003
 -8.0000000e+000  2.8472000e+001  3.4699000e+001  1.0220156e+003
 -8.5000000e+000  2.8446000e+001  3.4758000e+001  1.0220685e+003
 -9.0000000e+000  2.8413000e+001  3.4835000e+001  1.0221373e+003
 -9.5000000e+000  2.8402000e+001  3.4862000e+001  1.0221612e+003
 -1.0000000e+001  2.8336000e+001  3.4993000e+001  1.0222814e+003
 -1.0500000e+001  2.8278000e+001  3.5120000e+001  1.0223959e+003
 -1.1000000e+001  2.8273000e+001  3.5130000e+001  1.0224051e+003
 -1.1500000e+001  2.8271000e+001  3.5135000e+001  1.0224095e+003
 -1.1730000e+001  2.8271000e+001  3.5135000e+001  1.0224095e+003
  0.0000000e+000  2.9015000e+001  3.3320000e+001  1.0208100e+003
 -5.0000000e-001  2.9015000e+001  3.3336000e+001  1.0208126e+003
 -1.0000000e+000  2.9030000e+001  3.3364000e+001  1.0208286e+003
 -1.5000000e+000  2.9030000e+001  3.3381000e+001  1.0208414e+003
 -2.0000000e+000  2.9045000e+001  3.3435000e+001  1.0208769e+003
 -2.5000000e+000  2.9107000e+001  3.3621000e+001  1.0209958e+003
 -3.0000000e+000  2.9112000e+001  3.3739000e+001  1.0210826e+003
 -3.5000000e+000  2.9090000e+001  3.3956000e+001  1.0212528e+003
 -4.0000000e+000  2.8960000e+001  3.4143000e+001  1.0214364e+003
 -4.5000000e+000  2.8794000e+001  3.4227000e+001  1.0215546e+003
 -5.0000000e+000  2.8609000e+001  3.4409000e+001  1.0217525e+003
 -5.5000000e+000  2.8570000e+001  3.4477000e+001  1.0218165e+003
 -6.0000000e+000  2.8562000e+001  3.4500000e+001  1.0218364e+003
 -6.5000000e+000  2.8548000e+001  3.4541000e+001  1.0218718e+003
 -7.0000000e+000  2.8533000e+001  3.4581000e+001  1.0219068e+003
 -7.5000000e+000  2.8502000e+001  3.4657000e+001  1.0219742e+003
 -8.0000000e+000  2.8466000e+001  3.4766000e+001  1.0220679e+003
 -8.5000000e+000  2.8448000e+001  3.4790000e+001  1.0220919e+003
 -9.0000000e+000  2.8427000e+001  3.4908000e+001  1.0221875e+003
 -9.5000000e+000  2.8335000e+001  3.5072000e+001  1.0223411e+003
 -1.0000000e+001  2.8309000e+001  3.5095000e+001  1.0223669e+003
 -1.0500000e+001  2.8294000e+001  3.5113000e+001  1.0223854e+003
 -1.1000000e+001  2.8292000e+001  3.5115000e+001  1.0223876e+003
 -1.1500000e+001  2.8284000e+001  3.5131000e+001  1.0224022e+003
 -1.1750000e+001  2.8284000e+001  3.5131000e+001  1.0224022e+003
  0.0000000e+000  2.8984000e+001  3.3340000e+001  1.0208810e+003
 -5.0000000e-001  2.8984000e+001  3.3431000e+001  1.0208942e+003
 -1.0000000e+000  2.8984000e+001  3.3479000e+001  1.0209302e+003
 -1.5000000e+000  2.9011000e+001  3.3491000e+001  1.0209302e+003
 -2.0000000e+000  2.9026000e+001  3.3550000e+001  1.0209695e+003
 -2.5000000e+000  2.9045000e+001  3.3597000e+001  1.0209984e+003
 -3.0000000e+000  2.9068000e+001  3.3715000e+001  1.0210793e+003
 -3.5000000e+000  2.9157000e+001  3.3821000e+001  1.0211291e+003
 -4.0000000e+000  2.8992000e+001  3.3969000e+001  1.0212952e+003
 -4.5000000e+000  2.8765000e+001  3.4185000e+001  1.0215327e+003
 -5.0000000e+000  2.8680000e+001  3.4283000e+001  1.0216344e+003
 -5.5000000e+000  2.8666000e+001  3.4315000e+001  1.0216631e+003
 -6.0000000e+000  2.8665000e+001  3.4331000e+001  1.0216754e+003
 -6.5000000e+000  2.8585000e+001  3.4512000e+001  1.0218378e+003
 -7.0000000e+000  2.8555000e+001  3.4592000e+001  1.0219078e+003
 -7.5000000e+000  2.8533000e+001  3.4680000e+001  1.0219812e+003
 -8.0000000e+000  2.8537000e+001  3.4714000e+001  1.0220054e+003
 -8.5000000e+000  2.8543000e+001  3.4741000e+001  1.0220237e+003
 -9.0000000e+000  2.8482000e+001  3.4885000e+001  1.0221521e+003
 -9.5000000e+000  2.8400000e+001  3.5020000e+001  1.0222806e+003
 -1.0000000e+001  2.8369000e+001  3.5053000e+001  1.0223156e+003
 -1.0500000e+001  2.8336000e+001  3.5070000e+001  1.0223393e+003
 -1.1000000e+001  2.8318000e+001  3.5089000e+001  1.0223595e+003
 -1.1500000e+001  2.8311000e+001  3.5097000e+001  1.0223678e+003
 -1.1800000e+001  2.8311000e+001  3.5097000e+001  1.0223678e+003
       0                0               0                0



