% Início da serie dia 22/08às 08:00 horas
% Caravelas - Estação A - Quadratura 
  1.7000000e+001 -3.0000000e-001  2.4992599e+001  3.4643824e+001  1.0230925e+003  1.1870267e-001 -7.5317971e-002
  1.7000000e+001 -4.0000000e-001  2.4908654e+001  3.5414785e+001  1.0237063e+003  4.5846776e-002 -6.4778317e-002
  1.7000000e+001 -5.0000000e-001  2.4889677e+001  3.5844188e+001  1.0240422e+003 -3.6437885e-002 -5.7240235e-002
  1.7000000e+001 -6.0000000e-001  2.4910325e+001  3.5972422e+001  1.0241383e+003 -7.5576472e-002 -2.7298077e-002
  1.7000000e+001 -7.0000000e-001  2.4928682e+001  3.6109910e+001  1.0242422e+003 -1.1742715e-001 -2.1286066e-002
  1.7000000e+001 -8.0000000e-001  2.4941079e+001  3.6296776e+001  1.0243852e+003 -1.5623539e-001 -5.8392076e-002
  1.7000000e+001 -9.0000000e-001  2.4940028e+001  3.6445087e+001  1.0245031e+003 -1.6904294e-001 -6.1685998e-002
  1.7000000e+001 -1.0000000e+000  2.4940000e+001  3.6490000e+001  1.0245426e+003  0.0000000e+000  0.0000000e+000
  1.7500000e+001  0.0000000e+000  2.4700000e+001  3.4310000e+001  1.0229122e+003  1.5542919e-002  1.2586408e-002
  1.7500000e+001 -1.0000000e-001  2.4925316e+001  3.4096158e+001  1.0226882e+003  1.3632542e-002  1.6978375e-002
  1.7500000e+001 -2.0000000e-001  2.4930057e+001  3.4140650e+001  1.0227258e+003  8.0788632e-002 -1.0385768e-002
  1.7500000e+001 -3.0000000e-001  2.4967798e+001  3.4464237e+001  1.0229643e+003  9.8382913e-002 -3.5133176e-002
  1.7500000e+001 -4.0000000e-001  2.4926734e+001  3.5275277e+001  1.0235952e+003  1.9248647e-002 -2.1086190e-002
  1.7500000e+001 -5.0000000e-001  2.4894937e+001  3.5907179e+001  1.0240880e+003 -7.6660802e-002 -3.3520126e-002
  1.7500000e+001 -6.0000000e-001  2.4910945e+001  3.6055427e+001  1.0242007e+003 -1.1575869e-001 -1.6597415e-002
  1.7500000e+001 -7.0000000e-001  2.4917669e+001  3.6155239e+001  1.0242796e+003 -1.6852080e-001 -2.1048612e-002
  1.7500000e+001 -8.0000000e-001  2.4939552e+001  3.6285995e+001  1.0243772e+003 -1.5265055e-001 -3.6443745e-002
  1.7500000e+001 -9.0000000e-001  2.4939977e+001  3.6445683e+001  1.0245034e+003 -1.6371611e-001 -5.0946763e-002
  1.7500000e+001 -1.0000000e+000  2.4940000e+001  3.6500000e+001  1.0245499e+003  0.0000000e+000  0.0000000e+000
  1.8000000e+001  0.0000000e+000  2.4630000e+001  3.4320000e+001  1.0229408e+003  6.9138184e-002  1.0950413e-002
  1.8000000e+001 -1.0000000e-001  2.4897195e+001  3.4086142e+001  1.0226891e+003  7.7757391e-002  2.7457418e-002
  1.8000000e+001 -2.0000000e-001  2.4930055e+001  3.4100376e+001  1.0226953e+003  9.5218127e-002 -3.7791615e-002
  1.8000000e+001 -3.0000000e-001  2.4955142e+001  3.4120947e+001  1.0227087e+003  1.2546032e-001 -2.6417229e-002
  1.8000000e+001 -4.0000000e-001  2.4969428e+001  3.4862623e+001  1.0232702e+003  6.0894322e-002 -1.6328654e-002
  1.8000000e+001 -5.0000000e-001  2.4896929e+001  3.5721428e+001  1.0239468e+003 -2.5866246e-002  1.0503727e-003
  1.8000000e+001 -6.0000000e-001  2.4900360e+001  3.5973575e+001  1.0241419e+003 -5.8889797e-002 -8.3834968e-003
  1.8000000e+001 -7.0000000e-001  2.4926778e+001  3.6219374e+001  1.0243251e+003 -1.0316760e-001 -2.4763412e-002
  1.8000000e+001 -8.0000000e-001  2.4940465e+001  3.6283367e+001  1.0243748e+003 -1.4219638e-001 -3.5481452e-002
  1.8000000e+001 -9.0000000e-001  2.4940066e+001  3.6427012e+001  1.0244889e+003 -1.1826352e-001 -4.3467275e-002
  1.8000000e+001 -1.0000000e+000  2.4940000e+001  3.6520000e+001  1.0245647e+003  0.0000000e+000  0.0000000e+000
  1.8500000e+001  0.0000000e+000  2.4700000e+001  3.4200000e+001  1.0228291e+003  1.4084147e-002 -2.6488428e-002
  1.8500000e+001 -1.0000000e-001  2.4889872e+001  3.4064216e+001  1.0226747e+003  1.1123439e-002 -1.7930958e-002
  1.8500000e+001 -2.0000000e-001  2.4910125e+001  3.4130740e+001  1.0227242e+003  8.5976502e-003 -2.0839708e-002
  1.8500000e+001 -3.0000000e-001  2.4970723e+001  3.4284959e+001  1.0228279e+003  4.9116987e-002 -5.9528642e-002
  1.8500000e+001 -4.0000000e-001  2.4949595e+001  3.4945200e+001  1.0233386e+003  2.3237136e-002 -2.3777948e-002
  1.8500000e+001 -5.0000000e-001  2.4899297e+001  3.5381414e+001  1.0236889e+003 -3.2165906e-002  5.8981316e-003
  1.8500000e+001 -6.0000000e-001  2.4880384e+001  3.5823341e+001  1.0240343e+003 -8.3066004e-002 -1.6888286e-002
  1.8500000e+001 -7.0000000e-001  2.4921450e+001  3.6075334e+001  1.0242178e+003 -1.3234940e-001 -1.9314259e-002
  1.8500000e+001 -8.0000000e-001  2.4940160e+001  3.6250584e+001  1.0243500e+003 -2.0077156e-001 -1.7897218e-002
  1.8500000e+001 -9.0000000e-001  2.4950941e+001  3.6414610e+001  1.0244762e+003 -1.7556991e-001 -6.2625385e-002
  1.8500000e+001 -1.0000000e+000  2.4940000e+001  3.6520000e+001  1.0245646e+003  0.0000000e+000  0.0000000e+000
  1.9000000e+001  0.0000000e+000  2.4700000e+001  3.4100000e+001  1.0227535e+003  4.4735432e-002  6.6323006e-002
  1.9000000e+001 -1.0000000e-001  2.4861366e+001  3.3989600e+001  1.0226269e+003  6.2623167e-002  7.4361227e-002
  1.9000000e+001 -2.0000000e-001  2.4869811e+001  3.4069887e+001  1.0226905e+003  5.4883371e-002  1.0202669e-002
  1.9000000e+001 -3.0000000e-001  2.4913018e+001  3.4176087e+001  1.0227630e+003  6.6019050e-002 -2.9877423e-002
  1.9000000e+001 -4.0000000e-001  2.4929509e+001  3.4627735e+001  1.0231047e+003  5.2628174e-002  3.2959499e-002
  1.9000000e+001 -5.0000000e-001  2.4887723e+001  3.5415426e+001  1.0237181e+003 -1.2954591e-002  4.7182065e-002
  1.9000000e+001 -6.0000000e-001  2.4899739e+001  3.5875945e+001  1.0240681e+003 -6.6087402e-002 -4.4151217e-003
  1.9000000e+001 -7.0000000e-001  2.4936980e+001  3.6167666e+001  1.0242827e+003 -1.0969485e-001 -8.5846933e-003
  1.9000000e+001 -8.0000000e-001  2.4950068e+001  3.6228103e+001  1.0243298e+003 -1.3711908e-001 -2.2342275e-002
  1.9000000e+001 -9.0000000e-001  2.4945472e+001  3.6398374e+001  1.0244653e+003 -1.0720305e-001 -4.3516968e-002
  1.9000000e+001 -1.0000000e+000  2.4940000e+001  3.6420000e+001  1.0244888e+003  0.0000000e+000  0.0000000e+000
  1.9500000e+001  0.0000000e+000  2.4700000e+001  3.4150000e+001  1.0227913e+003 -3.6541818e-002  1.6269466e-002
  1.9500000e+001 -1.0000000e-001  2.4837504e+001  3.4042774e+001  1.0226743e+003 -2.8638623e-002  3.2154275e-002
  1.9500000e+001 -2.0000000e-001  2.4869820e+001  3.4049748e+001  1.0226752e+003 -3.3954361e-002 -2.8658179e-002
  1.9500000e+001 -3.0000000e-001  2.4880211e+001  3.4130260e+001  1.0227382e+003 -7.0465175e-002 -6.7054128e-002
  1.9500000e+001 -4.0000000e-001  2.4899249e+001  3.4374878e+001  1.0229227e+003 -3.5541456e-002 -3.9632455e-003
  1.9500000e+001 -5.0000000e-001  2.4902352e+001  3.5446302e+001  1.0237370e+003 -7.1959646e-002 -1.4723655e-002
  1.9500000e+001 -6.0000000e-001  2.4898407e+001  3.5970280e+001  1.0241397e+003 -1.4368358e-001 -4.8312742e-002
  1.9500000e+001 -7.0000000e-001  2.4923109e+001  3.6132052e+001  1.0242599e+003 -1.8225621e-001 -4.4995563e-002
  1.9500000e+001 -8.0000000e-001  2.4949572e+001  3.6270764e+001  1.0243621e+003 -1.8477408e-001 -7.3810408e-002
  1.9500000e+001 -9.0000000e-001  2.4945417e+001  3.6428192e+001  1.0244878e+003 -1.8281746e-001 -6.1062943e-002
  1.9500000e+001 -1.0000000e+000  2.4950000e+001  3.6440000e+001  1.0245007e+003  0.0000000e+000  0.0000000e+000
  2.0000000e+001  0.0000000e+000  2.4340000e+001  3.4400000e+001  1.0230880e+003 -9.9939083e-002  3.4899497e-003
  2.0000000e+001 -1.0000000e-001  2.4832925e+001  3.4103294e+001  1.0227214e+003 -7.5898144e-002  1.6322189e-002
  2.0000000e+001 -2.0000000e-001  2.4840027e+001  3.4159503e+001  1.0227671e+003 -1.2709195e-001 -2.2479148e-003
  2.0000000e+001 -3.0000000e-001  2.4826655e+001  3.4181431e+001  1.0227930e+003 -1.5565454e-001 -3.3420803e-002
  2.0000000e+001 -4.0000000e-001  2.4928775e+001  3.5056973e+001  1.0234292e+003 -1.3628596e-001 -5.5327306e-003
  2.0000000e+001 -5.0000000e-001  2.4897497e+001  3.5323903e+001  1.0236459e+003 -1.5767159e-001 -2.6776043e-002
  2.0000000e+001 -6.0000000e-001  2.4909504e+001  3.5957176e+001  1.0241264e+003 -2.2135665e-001 -2.2335650e-002
  2.0000000e+001 -7.0000000e-001  2.4941026e+001  3.6133273e+001  1.0242554e+003 -2.4893511e-001 -4.8228230e-002
  2.0000000e+001 -8.0000000e-001  2.4959297e+001  3.6291052e+001  1.0243745e+003 -2.3144268e-001 -6.5533615e-002
  2.0000000e+001 -9.0000000e-001  2.4950447e+001  3.6428641e+001  1.0244866e+003 -2.0430127e-001 -5.9503543e-002
  2.0000000e+001 -1.0000000e+000  2.4950000e+001  3.6470000e+001  1.0245234e+003  0.0000000e+000  0.0000000e+000
  2.0500000e+001  0.0000000e+000  2.4280000e+001  3.4600000e+001  1.0232572e+003 -1.5000000e-001  0.0000000e+000
  2.0500000e+001 -1.0000000e-001  2.4745285e+001  3.4233986e+001  1.0228466e+003 -1.4001839e-001  4.5430589e-003
  2.0500000e+001 -2.0000000e-001  2.4770000e+001  3.4260000e+001  1.0228642e+003 -1.6843944e-001 -4.7224502e-002
  2.0500000e+001 -3.0000000e-001  2.4764750e+001  3.4413685e+001  1.0229873e+003 -1.9269862e-001 -6.7662720e-002
  2.0500000e+001 -4.0000000e-001  2.4810000e+001  3.5060000e+001  1.0234676e+003 -1.1238471e-001 -4.9308895e-003
  2.0500000e+001 -5.0000000e-001  2.4899674e+001  3.5685423e+001  1.0239187e+003 -9.4154152e-002  3.6911071e-002
  2.0500000e+001 -6.0000000e-001  2.4920000e+001  3.5960000e+001  1.0241255e+003 -7.4923755e-002  1.3563064e-002
  2.0500000e+001 -7.0000000e-001  2.4930322e+001  3.6117740e+001  1.0242470e+003 -1.4573248e-001  8.3988202e-003
  2.0500000e+001 -8.0000000e-001  2.4950000e+001  3.6330000e+001  1.0244070e+003 -1.9512740e-001 -3.9372635e-002
  2.0500000e+001 -9.0000000e-001  2.4950052e+001  3.6427961e+001  1.0244864e+003 -1.8348264e-001 -7.0946091e-002
  2.0500000e+001 -1.0000000e+000  2.4950000e+001  3.6460000e+001  1.0245160e+003  0.0000000e+000  0.0000000e+000
% Início da serie dia 28/08às 04:30 horas
% Caravelas - Estação A - Sizigia
  4.5000000e+000  0.0000000e+000  2.4200000e+001  3.5500000e+001  1.0239622e+003 -1.4095389e-001 -5.1303021e-002
  4.5000000e+000 -1.0000000e-001  2.4806618e+001  3.5771261e+001  1.0239901e+003 -1.6300179e-001 -5.4240381e-002
  4.5000000e+000 -2.0000000e-001  2.4801027e+001  3.5818088e+001  1.0240325e+003 -1.3114352e-001 -4.9084733e-002
  4.5000000e+000 -3.0000000e-001  2.4812601e+001  3.5864189e+001  1.0240690e+003 -9.6808682e-002 -3.1381794e-002
  4.5000000e+000 -4.0000000e-001  2.4816184e+001  3.5891549e+001  1.0240938e+003 -1.0589712e-001 -2.2620296e-002
  4.5000000e+000 -5.0000000e-001  2.4820103e+001  3.5944556e+001  1.0241379e+003 -1.0782525e-001  1.8323046e-002
  4.5000000e+000 -6.0000000e-001  2.4825236e+001  3.5971980e+001  1.0241623e+003 -1.3203253e-001  3.3452300e-002
  4.5000000e+000 -7.0000000e-001  2.4829937e+001  3.5999221e+001  1.0241867e+003 -1.3677726e-001  6.1121184e-002
  4.5000000e+000 -8.0000000e-001  2.4834354e+001  3.6022092e+001  1.0242079e+003 -9.0821505e-002  6.7561159e-002
  4.5000000e+000 -9.0000000e-001  2.4837563e+001  3.6018700e+001  1.0242096e+003 -6.6393996e-002  8.8120165e-002
  4.5000000e+000 -1.0000000e+000  2.4840000e+001  3.6040000e+001  1.0242302e+003  0.0000000e+000  0.0000000e+000
  5.0000000e+000  0.0000000e+000  2.4600000e+001  3.5700000e+001  1.0239935e+003  4.3672031e-001 -5.3622511e-002
  5.0000000e+000 -1.0000000e-001  2.4812078e+001  3.5727263e+001  1.0239553e+003  4.4139049e-001 -4.8835457e-002
  5.0000000e+000 -2.0000000e-001  2.4819745e+001  3.5828607e+001  1.0240349e+003  4.6003865e-001 -3.1557484e-002
  5.0000000e+000 -3.0000000e-001  2.4829723e+001  3.5897909e+001  1.0240897e+003  4.6521327e-001 -4.1913286e-002
  5.0000000e+000 -4.0000000e-001  2.4830006e+001  3.5969092e+001  1.0241488e+003  4.5954098e-001  1.7407885e-002
  5.0000000e+000 -5.0000000e-001  2.4829147e+001  3.5990144e+001  1.0241704e+003  4.2175510e-001  3.0966923e-002
  5.0000000e+000 -6.0000000e-001  2.4840235e+001  3.6008365e+001  1.0241861e+003  3.9836340e-001  3.4250176e-002
  5.0000000e+000 -7.0000000e-001  2.4840169e+001  3.6000924e+001  1.0241858e+003  3.9843205e-001  3.0173041e-002
  5.0000000e+000 -8.0000000e-001  2.4848482e+001  3.6009108e+001  1.0241948e+003  3.8958455e-001  2.6827772e-002
  5.0000000e+000 -9.0000000e-001  2.4841758e+001  3.6019723e+001  1.0242102e+003  4.1787929e-001  1.2566163e-003
  5.0000000e+000 -1.0000000e+000  2.4840000e+001  3.6020000e+001  1.0242163e+003  0.0000000e+000  0.0000000e+000
  5.5000000e+000  0.0000000e+000  2.4700000e+001  3.5650000e+001  1.0239255e+003  1.1300000e+000 -2.8227420e-016
  5.5000000e+000 -1.0000000e-001  2.4802547e+001  3.5626408e+001  1.0238820e+003  1.1297247e+000 -1.0592307e-002
  5.5000000e+000 -2.0000000e-001  2.4810425e+001  3.5630915e+001  1.0238885e+003  1.1317367e+000 -1.9439765e-003
  5.5000000e+000 -3.0000000e-001  2.4813714e+001  3.5654587e+001  1.0239109e+003  1.0992783e+000  1.5750844e-002
  5.5000000e+000 -4.0000000e-001  2.4809959e+001  3.5651431e+001  1.0239151e+003  1.0749654e+000  2.0227846e-002
  5.5000000e+000 -5.0000000e-001  2.4809992e+001  3.5646105e+001  1.0239165e+003  1.0541472e+000 -5.5242069e-004
  5.5000000e+000 -6.0000000e-001  2.4810073e+001  3.5692412e+001  1.0239569e+003  9.9929085e-001 -7.5999922e-004
  5.5000000e+000 -7.0000000e-001  2.4816388e+001  3.5732456e+001  1.0239908e+003  9.2484311e-001 -3.0807182e-002
  5.5000000e+000 -8.0000000e-001  2.4829813e+001  3.5772377e+001  1.0240224e+003  8.1629061e-001 -1.5506494e-002
  5.5000000e+000 -9.0000000e-001  2.4829993e+001  3.5767196e+001  1.0240238e+003  6.2426818e-001 -3.2151236e-002
  5.5000000e+000 -1.0000000e+000  2.4830000e+001  3.5770000e+001  1.0240314e+003  0.0000000e+000  0.0000000e+000
  6.0000000e+000  0.0000000e+000  2.4830000e+001  3.5740000e+001  1.0239542e+003  1.4297822e+000  2.4956941e-002
  6.0000000e+000 -1.0000000e-001  2.4858523e+001  3.5739105e+001  1.0239503e+003  1.4361676e+000  2.5067103e-002
  6.0000000e+000 -2.0000000e-001  2.4880198e+001  3.5748002e+001  1.0239560e+003  1.3907757e+000  2.4284092e-002
  6.0000000e+000 -3.0000000e-001  2.4880018e+001  3.5739080e+001  1.0239548e+003  1.3632223e+000  2.3908057e-002
  6.0000000e+000 -4.0000000e-001  2.4880008e+001  3.5757032e+001  1.0239739e+003  1.3203174e+000  1.3778526e-002
  6.0000000e+000 -5.0000000e-001  2.4880232e+001  3.5746010e+001  1.0239710e+003  1.2706370e+000 -3.5797105e-004
  6.0000000e+000 -6.0000000e-001  2.4891760e+001  3.5748974e+001  1.0239752e+003  1.1978457e+000  2.0318673e-002
  6.0000000e+000 -7.0000000e-001  2.4879772e+001  3.5729735e+001  1.0239698e+003  1.1372488e+000  1.9855756e-002
  6.0000000e+000 -8.0000000e-001  2.4880262e+001  3.5754208e+001  1.0239937e+003  1.0616161e+000  1.8531241e-002
  6.0000000e+000 -9.0000000e-001  2.4889909e+001  3.5740059e+001  1.0239855e+003  7.1824689e-001  1.2537033e-002
  6.0000000e+000 -1.0000000e+000  2.4890000e+001  3.5740000e+001  1.0239910e+003  0.0000000e+000  0.0000000e+000
  6.5000000e+000  0.0000000e+000  2.4750000e+001  3.5850000e+001  1.0240616e+003  1.4297822e+000  2.4956941e-002
  6.5000000e+000 -1.0000000e-001  2.4947812e+001  3.5733974e+001  1.0239193e+003  1.4252877e+000  1.8018468e-002
  6.5000000e+000 -2.0000000e-001  2.4949744e+001  3.5728771e+001  1.0239203e+003  1.4001192e+000  3.9997912e-002
  6.5000000e+000 -3.0000000e-001  2.4960373e+001  3.5739964e+001  1.0239311e+003  1.3520681e+000  2.0868587e-004
  6.5000000e+000 -4.0000000e-001  2.4948360e+001  3.5719712e+001  1.0239250e+003  1.3361846e+000 -2.6382243e-004
  6.5000000e+000 -5.0000000e-001  2.4960283e+001  3.5738373e+001  1.0239410e+003  1.2294279e+000 -1.0432855e-004
  6.5000000e+000 -6.0000000e-001  2.4959981e+001  3.5736067e+001  1.0239449e+003  1.1926666e+000  2.3105128e-003
  6.5000000e+000 -7.0000000e-001  2.4960000e+001  3.5739998e+001  1.0239534e+003  1.1244903e+000  2.3163756e-003
  6.5000000e+000 -8.0000000e-001  2.4960000e+001  3.5739734e+001  1.0239587e+003  1.0251029e+000  3.2209353e-002
  6.5000000e+000 -9.0000000e-001  2.4960000e+001  3.5731174e+001  1.0239578e+003  4.3804552e-001 -4.1731608e-002
  6.5000000e+000 -1.0000000e+000  2.4960000e+001  3.5740000e+001  1.0239700e+003  0.0000000e+000  0.0000000e+000 
  7.0000000e+000  0.0000000e+000  2.4920000e+001  3.5580000e+001  1.0238058e+003  1.4000000e+000  0.0000000e+000
  7.0000000e+000 -1.0000000e-001  2.5028775e+001  3.5583401e+001  1.0237808e+003  1.3923036e+000 -8.0823913e-005
  7.0000000e+000 -2.0000000e-001  2.5030087e+001  3.5599203e+001  1.0237979e+003  1.3650531e+000  5.8033336e-004
  7.0000000e+000 -3.0000000e-001  2.5037169e+001  3.5581165e+001  1.0237876e+003  1.3109810e+000  2.2553161e-002
  7.0000000e+000 -4.0000000e-001  2.5026091e+001  3.5601229e+001  1.0238117e+003  1.2718115e+000 -1.4216805e-002
  7.0000000e+000 -5.0000000e-001  2.5030394e+001  3.5588936e+001  1.0238066e+003  1.2296033e+000 -9.7621810e-004
  7.0000000e+000 -6.0000000e-001  2.5029975e+001  3.5599732e+001  1.0238205e+003  1.1628031e+000  2.1895282e-002
  7.0000000e+000 -7.0000000e-001  2.5030000e+001  3.5599999e+001  1.0238261e+003  1.0848873e+000  1.8100833e-002
  7.0000000e+000 -8.0000000e-001  2.5030000e+001  3.5600000e+001  1.0238317e+003  9.6318207e-001  2.1645455e-002
  7.0000000e+000 -9.0000000e-001  2.5030000e+001  3.5600000e+001  1.0238372e+003  6.4693478e-001  1.1123724e-002
  7.0000000e+000 -1.0000000e+000  2.5030000e+001  3.5600000e+001  1.0238428e+003  0.0000000e+000  0.0000000e+000
  7.5000000e+000  0.0000000e+000  2.5100000e+001  3.5400000e+001  1.0236149e+003  1.3200000e+000  0.0000000e+000
  7.5000000e+000 -1.0000000e-001  2.5109886e+001  3.5438517e+001  1.0236465e+003  1.3128750e+000 -9.1763865e-003
  7.5000000e+000 -2.0000000e-001  2.5110001e+001  3.5462056e+001  1.0236697e+003  1.2918160e+000  3.1138107e-002
  7.5000000e+000 -3.0000000e-001  2.5110000e+001  3.5436574e+001  1.0236560e+003  1.2421461e+000 -3.8314113e-003
  7.5000000e+000 -4.0000000e-001  2.5110000e+001  3.5448690e+001  1.0236707e+003  1.1712512e+000 -1.0229182e-002
  7.5000000e+000 -5.0000000e-001  2.5110000e+001  3.5440151e+001  1.0236697e+003  1.1210720e+000 -2.0882455e-005
  7.5000000e+000 -6.0000000e-001  2.5110000e+001  3.5439994e+001  1.0236751e+003  1.0461182e+000  1.7535557e-002
  7.5000000e+000 -7.0000000e-001  2.5110000e+001  3.5440000e+001  1.0236806e+003  9.6709916e-001  1.7674553e-002
  7.5000000e+000 -8.0000000e-001  2.5110000e+001  3.5440000e+001  1.0236861e+003  8.3223759e-001  1.0178892e-002
  7.5000000e+000 -9.0000000e-001  2.5110000e+001  3.5440000e+001  1.0236917e+003  5.5142517e-001 -1.7515521e-004
  7.5000000e+000 -1.0000000e+000  2.5110000e+001  3.5440000e+001  1.0236971e+003  0.0000000e+000  0.0000000e+000
  8.0000000e+000  0.0000000e+000  2.5080000e+001  3.4880000e+001  1.0232280e+003  1.1500000e+000  0.0000000e+000
  8.0000000e+000 -1.0000000e-001  2.5098789e+001  3.4884419e+001  1.0232311e+003  1.1388698e+000  3.4773884e-003
  8.0000000e+000 -2.0000000e-001  2.5100003e+001  3.4900839e+001  1.0232485e+003  1.0963248e+000  2.0877569e-002
  8.0000000e+000 -3.0000000e-001  2.5100002e+001  3.4909019e+001  1.0232601e+003  1.0612935e+000  1.9180407e-002
  8.0000000e+000 -4.0000000e-001  2.5100000e+001  3.4948921e+001  1.0232957e+003  1.0159306e+000  3.4369569e-002
  8.0000000e+000 -5.0000000e-001  2.5100000e+001  3.4883578e+001  1.0232517e+003  9.5678183e-001 -3.0186569e-003
  8.0000000e+000 -6.0000000e-001  2.5100000e+001  3.4877356e+001  1.0232524e+003  9.1313622e-001 -2.0182439e-002
  8.0000000e+000 -7.0000000e-001  2.5100000e+001  3.4869819e+001  1.0232522e+003  8.4089597e-001  1.2353181e-002
  8.0000000e+000 -8.0000000e-001  2.5100000e+001  3.4870002e+001  1.0232577e+003  7.2737201e-001  1.2781722e-002
  8.0000000e+000 -9.0000000e-001  2.5100000e+001  3.4870000e+001  1.0232631e+003  4.6410010e-001  8.1037083e-003
  8.0000000e+000 -1.0000000e+000  2.5100000e+001  3.4870000e+001  1.0232685e+003  0.0000000e+000  0.0000000e+000
  8.5000000e+000  0.0000000e+000  2.5090000e+001  3.4200000e+001  1.0227113e+003  1.0200000e+000  0.0000000e+000
  8.5000000e+000 -1.0000000e-001  2.5090070e+001  3.4382381e+001  1.0228544e+003  9.9196511e-001 -2.1547386e-002
  8.5000000e+000 -2.0000000e-001  2.5090497e+001  3.4370131e+001  1.0228502e+003  9.8824845e-001  1.7352503e-002
  8.5000000e+000 -3.0000000e-001  2.5080078e+001  3.4369986e+001  1.0228586e+003  9.5413730e-001  3.4895381e-002
  8.5000000e+000 -4.0000000e-001  2.5071480e+001  3.4370020e+001  1.0228666e+003  9.2933622e-001  3.2698922e-002
  8.5000000e+000 -5.0000000e-001  2.5070654e+001  3.4369262e+001  1.0228715e+003  8.6784485e-001  1.2845901e-002
  8.5000000e+000 -6.0000000e-001  2.5066698e+001  3.4373028e+001  1.0228808e+003  8.0293562e-001 -1.3004457e-002
  8.5000000e+000 -7.0000000e-001  2.5059267e+001  3.4369927e+001  1.0228860e+003  7.2937078e-001 -6.2387005e-004
  8.5000000e+000 -8.0000000e-001  2.5059948e+001  3.4369995e+001  1.0228912e+003  6.5149689e-001 -1.4392885e-005
  8.5000000e+000 -9.0000000e-001  2.5060001e+001  3.4370000e+001  1.0228965e+003  3.9259598e-001  8.2439286e-007
  8.5000000e+000 -1.0000000e+000  2.5060000e+001  3.4370000e+001  1.0229018e+003  0.0000000e+000  0.0000000e+000
  9.0000000e+000  0.0000000e+000  2.5090000e+001  3.3900000e+001  1.0224847e+003  8.3987206e-001  1.4660021e-002
  9.0000000e+000 -1.0000000e-001  2.5068144e+001  3.3899800e+001  1.0224964e+003  8.2906629e-001 -1.9361804e-004
  9.0000000e+000 -2.0000000e-001  2.5069704e+001  3.3898680e+001  1.0225003e+003  7.7893104e-001  4.0822046e-002
  9.0000000e+000 -3.0000000e-001  2.5059444e+001  3.3921395e+001  1.0225256e+003  7.6156767e-001  3.1494036e-002
  9.0000000e+000 -4.0000000e-001  2.5042910e+001  3.3916309e+001  1.0225321e+003  7.0271567e-001  3.9172358e-002
  9.0000000e+000 -5.0000000e-001  2.5040000e+001  3.3910000e+001  1.0225333e+003  6.7205865e-001  3.2851481e-002
  9.0000000e+000 -6.0000000e-001  2.5039711e+001  3.3952565e+001  1.0225708e+003  6.1740859e-001  3.4770259e-002
  9.0000000e+000 -7.0000000e-001  2.5030846e+001  3.3978526e+001  1.0225982e+003  5.7964668e-001  2.0241708e-002
  9.0000000e+000 -8.0000000e-001  2.5038035e+001  3.3975365e+001  1.0225988e+003  4.9306043e-001  8.9155353e-003
  9.0000000e+000 -9.0000000e-001  2.5029425e+001  3.4025011e+001  1.0226441e+003  2.8067522e-001  4.9082897e-003
  9.0000000e+000 -1.0000000e+000  2.5050000e+001  3.4040000e+001  1.0226544e+003  0.0000000e+000  0.0000000e+000
  9.5000000e+000  0.0000000e+000  2.4780000e+001  3.3630000e+001  1.0223743e+003  6.1848971e-001  4.3249014e-002
  9.5000000e+000 -1.0000000e-001  2.5038779e+001  3.3580633e+001  1.0222640e+003  6.0775989e-001  2.3204146e-002
  9.5000000e+000 -2.0000000e-001  2.5030376e+001  3.3636249e+001  1.0223136e+003  5.7338013e-001  2.1270549e-002
  9.5000000e+000 -3.0000000e-001  2.5030183e+001  3.3568785e+001  1.0222678e+003  5.4737831e-001  2.6506378e-002
  9.5000000e+000 -4.0000000e-001  2.5017628e+001  3.3632966e+001  1.0223251e+003  5.1512989e-001  9.1493993e-003
  9.5000000e+000 -5.0000000e-001  2.5010234e+001  3.3626998e+001  1.0223278e+003  4.8181029e-001  1.2226033e-002
  9.5000000e+000 -6.0000000e-001  2.5010002e+001  3.3639477e+001  1.0223423e+003  4.5722850e-001  8.8058699e-003
  9.5000000e+000 -7.0000000e-001  2.5010000e+001  3.3667763e+001  1.0223687e+003  4.2014322e-001  6.9557012e-004
  9.5000000e+000 -8.0000000e-001  2.5010000e+001  3.3643645e+001  1.0223555e+003  3.6271638e-001 -6.7021325e-003
  9.5000000e+000 -9.0000000e-001  2.5010000e+001  3.3670274e+001  1.0223806e+003  1.7904630e-001 -6.4233534e-003
  9.5000000e+000 -1.0000000e+000  2.5010000e+001  3.3670000e+001  1.0223854e+003  0.0000000e+000  0.0000000e+000
  1.0000000e+001  0.0000000e+000  2.5070000e+001  3.3450000e+001  1.0221510e+003  4.3758963e-001  4.5992524e-002
  1.0000000e+001 -1.0000000e-001  2.5022108e+001  3.3393861e+001  1.0221279e+003  4.3299338e-001  2.0773275e-002
  1.0000000e+001 -2.0000000e-001  2.5011296e+001  3.3445987e+001  1.0221755e+003  4.0066915e-001  6.6385070e-002
  1.0000000e+001 -3.0000000e-001  2.4999515e+001  3.3462357e+001  1.0221962e+003  3.5617279e-001  5.5867241e-002
  1.0000000e+001 -4.0000000e-001  2.5000004e+001  3.3470102e+001  1.0222068e+003  3.3281689e-001  4.4852573e-002
