PERÍODO DE ALTURAS OBSERVADAS
ESTAÇÃO:50165
NOME ESTAÇÃO:TERMINAL DA ILHA GUAÍBA
LATITUDE:23º 00'.0 S
LONGITUDE:044º 01'.9 W
DATA INICIAL:01/01/1988
DATA FINAL:06/06/1988
EQUIPAMENTO:273 - BÓIA E CONTRA-PESO
ALTURAS EM CENTÍMETROS
HORÁRIO PAPA
#
01/01/1988 00:00;219;
01/01/1988 01:00;239;
01/01/1988 02:00;240;
01/01/1988 03:00;240;
01/01/1988 04:00;230;
01/01/1988 05:00;222;
01/01/1988 06:00;214;
01/01/1988 07:00;200;
01/01/1988 08:00;181;
01/01/1988 09:00;170;
01/01/1988 10:00;185;
01/01/1988 11:00;198;
01/01/1988 12:00;218;
01/01/1988 13:00;235;
01/01/1988 14:00;233;
01/01/1988 15:00;225;
01/01/1988 16:00;208;
01/01/1988 17:00;198;
01/01/1988 18:00;182;
01/01/1988 19:00;170;
01/01/1988 20:00;161;
01/01/1988 21:00;147;
01/01/1988 22:00;152;
01/01/1988 23:00;170;
02/01/1988 00:00;198;
02/01/1988 01:00;230;
02/01/1988 02:00;248;
02/01/1988 03:00;248;
02/01/1988 04:00;240;
02/01/1988 05:00;228;
02/01/1988 06:00;217;
02/01/1988 07:00;208;
02/01/1988 08:00;188;
02/01/1988 09:00;175;
02/01/1988 10:00;170;
02/01/1988 11:00;181;
02/01/1988 12:00;202;
02/01/1988 13:00;227;
02/01/1988 14:00;241;
02/01/1988 15:00;234;
02/01/1988 16:00;216;
02/01/1988 17:00;198;
02/01/1988 18:00;180;
02/01/1988 19:00;168;
02/01/1988 20:00;155;
02/01/1988 21:00;142;
02/01/1988 22:00;135;
02/01/1988 23:00;142;
03/01/1988 00:00;160;
03/01/1988 01:00;205;
03/01/1988 02:00;238;
03/01/1988 03:00;253;
03/01/1988 04:00;250;
03/01/1988 05:00;238;
03/01/1988 06:00;222;
03/01/1988 07:00;202;
03/01/1988 08:00;190;
03/01/1988 09:00;180;
03/01/1988 10:00;172;
03/01/1988 11:00;170;
03/01/1988 12:00;188;
03/01/1988 13:00;211;
