  %Quadratura # 16/01/08 - Serie com 26 perfis # início 05:30 h até 18:00 h
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000  0.0000000e+000  3.1528923e-001  3.1031547e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -9.0000000e-001  2.4528923e-001  3.1031547e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -1.4000000e+000  2.2790080e-001  3.1421688e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -1.9000000e+000  2.8840205e-001  3.1404082e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -2.4000000e+000  3.1593078e-001  3.1371699e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -2.9000000e+000  3.0542578e-001  3.1285073e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -3.4000000e+000  2.9983641e-001  3.1024328e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -3.9000000e+000  3.3099052e-001  3.0475829e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -4.4000000e+000  3.2406314e-001  3.0265655e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -4.9000000e+000  3.0792713e-001  3.0551193e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -5.4000000e+000  3.3141333e-001  3.0480748e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -5.9000000e+000  3.4208681e-001  3.0499374e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -6.4000000e+000  3.2322134e-001  3.0405101e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -6.9000000e+000  3.3857322e-001  3.0693647e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -7.4000000e+000  3.1893660e-001  3.0183132e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -7.9000000e+000  3.0621985e-001  3.0087035e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -8.4000000e+000  3.1539906e-001  3.0474936e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -8.9000000e+000  2.7210820e-001  3.0401267e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -9.4000000e+000  2.7383077e-001  2.9978643e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -9.9000000e+000  2.5808700e-001  3.0039782e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -1.0400000e+001  2.5341478e-001  2.9954700e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -1.0900000e+001  2.4250708e-001  2.9964137e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -1.1400000e+001  1.6000392e-001  3.0955853e+002
  2.0000000e+000  2.0000000e+000  2.0000000e+000  5.5000000e+000 -1.1900000e+001  0.0000000e+000  3.0955853e+002
  2.0000000e+000  2.0000000e+000  3.0000000e+000  6.0000000e+000  0.0000000e+000  3.0000000e-001  3.0662943e+002
  2.0000000e+000  2.0000000e+000  3.0000000e+000  6.0000000e+000 -9.0000000e-001  3.0122041e-001  3.0662943e+002
  2.0000000e+000  2.0000000e+000  3.0000000e+000  6.0000000e+000 -1.4000000e+000  3.1247454e-001  3.0665364e+002
  2.0000000e+000  2.0000000e+000  3.0000000e+000  6.0000000e+000 -1.9000000e+000  3.3537933e-001  3.0308492e+002
